ID ( = no data),Continent,ISO code (Code ISO 3166.1),Country,State code,Area,City,Name,2nd name,Latitude (WGS84),Longitude (WGS84),Altitude/Depth (m),Location accuracy (Yes = accurate location),Offshore - Shore distance (km),Manufacturer,Turbine,Hub height (m),Number of turbines,Total power (kW),Developer,Operator,Owner,Commissioning date (Format: yyyy or yyyymm),Status,Update
16770,Europe,GB,United-Kingdom,,Offshore,,Galloper,,51.88,2.4,-31,No,Yes,Siemens,SWT-6.0-154,,56,353000,,,Siemens/Green Investment Bank/Macquarie/RWE/Sumitomo,,Construction,16/02/2018
16772,Europe,GB,United-Kingdom,,Offshore,,Moray East,,58.188,-2.72,-45,No,Yes (25 km),MHI Vestas Offshore,V164/9500,,117,1111500,EDP Renovaveis,,EDP Renovaveis/Three Gorges/Engie,,Approved,16/02/2018
16773,Europe,GB,United-Kingdom,,Offshore,,Dogger Bank Creyke Beck B,,54.98,1.68,-25,No,Yes (140 km),,,,200,1200000,Forewind Consortia,,Statoil/Scottish & Southern,,Approved,18/06/2018
16775,America,BR,Brazil,,Offshore,,Asa Branca 4 - CEMAB 4,,-2.69,-39.93,-9,No,Yes,,,,,10390000,Asa Branca,,Eolica Brasil,,Planned,14/06/2018
16787,Europe,IE,Ireland,,Offshore,,Arklow Bank,Phase 2,52.81,-5.95,-12,No,Yes (10 km),GE Energy,,,193,494800,GE Wind Energy/Acciona Energia/Scottish & Southern,,GE Wind Energy,,Approved,10/1/2018
16790,Europe,GB,United-Kingdom,,Offshore,,East Anglia One,,52.23,2.48,-40,No,Yes (50 km),Siemens,SWT-7.0-154,120,102,714000,Scottish Power/Vattenfall,Siemens,Scottish Power,,Approved,16/02/2018
16792,Europe,DE,Germany,,Offshore,,EnBW Baltic 1,,54.61,12.65,-18,No,Yes (17 km),Siemens,SWT-2.3-93,67,21,48300,EnBW Baltic 1,EnBW Baltic 1,EnBW Energie/,2011/05,Production,5/3/2018
16793,Asia,CN,China,,Offshore,,Xiangshui Offshore Demonstation Project,,34.5,120.1,-10,No,Yes (9 km),Siemens,SWT-4.0-130,,37,148000,,,Three Gorges,2016/10,Production,19/02/2018
16794,America,US,USA,,Offshore,,North-Carolina - Kitty Hawk,,36.34,-75.13,-40,No,Yes (60 km),,,,,1500000,Avangrid Renewables,,Avangrid Renewables,,Planned,14/02/2018
16796,Europe,FI,Finland,,Offshore,,Ajos Repowering,Onshore Part,65.6599539622603,24.5378337896247,-8,No,Yes,Siemens,SWT-3.2-113,92.5,5,16000,OX2,OX2,IKEA,2017/10,Production,12/6/2018
16800,Europe,DE,Germany,,Offshore,,BalticEagle,,54.83,13.87,-40,No,Yes (30 km),,,,83,500000,Iberdrola Renewables,Iberdrola Renewables,Iberdrola Renewables,,Planned,13/02/2018
16801,Europe,DE,Germany,,Offshore,,Gicon SOF,,,,,No,Yes,,,,1,6000,,,,,Planned,13/02/2018
16802,Europe,DE,Germany,,Offshore,,Windanker,,54.89,14.2,-45,No,Yes (42 km),,,,42,250000,Iberdrola Renewables,,Iberdrola Renewables,,Planned,13/02/2018
16805,Europe,NL,Netherlands,,Offshore,,Borssele III-IV,Blauwwind,51.74,2.88,-27,No,Yes (45 km),MHI Vestas Offshore,V164/8000,,93,744000,,,Partners Group/Eneco/Shell Wind Energy/,,Approved,15/02/2018
16806,Europe,DE,Germany,,Offshore,,Adlergrund GAP,,54.82,14.13,-35,No,Yes (40 km),,,,31,155000,BEC Energie Consult GmbH,,BEC Energie Consult GmbH,,Planned,13/02/2018
16807,America,US,USA,,Offshore,,US Wind Inc Maryland Offshore Wind Farm,,38.34,-74.76,-25,No,Yes (26 km),,,,,750000,,,,,Planned,14/02/2018
16808,Asia,CN,China,,Offshore,,China Guangdong Nuclear Power Pingtan Dalian Island 300MW offshore windfarm,,25.5,119.9,-10,No,Yes (10 km),,,,600,3000000,CGN Wind Energy Ltd,,,,Approved,22/02/2018
16809,Asia,CN,China,,Offshore,,Cangnan #1 Offshore Wind Power Project,,27.4,120.7,-5,No,Yes,,,,,300000,China Datang Corporation renewable Power Co,,China Datang Corporation renewable Power Co,,Planned,2/7/2015
16811,Europe,GB,United-Kingdom,,Offshore,,Ideol-Atlantis Energy Project 2,,,,,No,Yes,,,,,1400000,Ideol/Atlantis Energy,,Ideol/Atlantis Energy,,Planned,3/4/2018
16812,Asia,CN,China,,Offshore,,Daishan 1# offshore wind farm,,30.2,122.4,-15,No,Yes,,,,,300000,,,,,Planned,7/1/2016
16815,Europe,FI,Finland,,Offshore,,Ajos Repowering,Offshore Part,65.6615015822451,24.5012664849921,-1,Yes,Yes,Siemens,SWT-3.3-130,92.5,8,26400,OX2,OX2,IKEA,2017/10,Production,12/6/2018
16816,Europe,FR,France,,Offshore,,InFlow,Nénuphar twinfloat,43.2,4.8,-100,No,Yes,,,,1,1200,,,Areva/,,Approved,7/2/2018
16817,Europe,FR,France,,Offshore,,Mistral,Nenuphar test site,43.3,4.9,-60,No,Yes (8 km),,,,,10000,,,EDF-EN/,,Approved,7/2/2018
16818,America,US,USA,,Offshore,,Excelsior,,40.43,-72.77,-43,No,Yes (35 km),,,,,400000,PNE,,,,Planned,13/07/2017
16819,Europe,DE,Germany,,Offshore,,Wikinger Süd,,54.82,14.12,-30,No,Yes (40 km),,,,18,85000,Iberdrola Renewables,Iberdrola Renewables,Iberdrola Renewables,,Planned,13/02/2018
16820,Europe,DE,Germany,,Offshore,,Gode Wind III,,54.37,7.11,-30,No,Yes (40 km),,,,8,111000,PNE/Orsted,,Orsted,,Approved,13/02/2018
16821,Europe,FR,France,,Offshore,,SpinFloat Demonstrator,,43.3,4.,-83,No,Yes,,,,1,6000,Eolfi,,,,Planned,7/2/2018
16826,Europe,NL,Netherlands,,Offshore,,Borssele II,,51.64,3.7,0,No,Yes (45 km),Siemens,SWT-8.0-154,,47,376000,Orsted,Orsted,Orsted,,Approved,15/02/2018
16827,Europe,DE,Germany,,Offshore,,Sandbank Extension,,55.2,6.86,-30,No,Yes (95 km),,,,24,240000,Vattenfall,,Vattenfall,,Approved,13/02/2018
16829,Europe,DE,Germany,,Offshore,,Kaskasi II,Hochsee testfeld Helgoland,54.49,7.7,-23,No,Yes (48 km),,,,34,272000,RWE,RWE,RWE,,Planned,13/02/2018
16840,Asia,CN,China,,Offshore,,Zhuanghe (Future Areas),,39.5,123.1,0,No,Yes,,,,,900000,,,,,Approved,23/02/2018
16841,Asia,CN,China,,Offshore,,Zhuanghe Area II,,39.6,123.1,-3,No,Yes,,,,,300000,,,,,Approved,19/07/2016
16842,Asia,CN,China,,Offshore,,Zhuanghe Area III,,39.6,123.1,-3,No,Yes,,,,,300000,,,,,Approved,21/02/2018
16843,Asia,CN,China,,Offshore,,Jiangsu Guangheng New Energy Rudong 300MW offshore wind farm,,32.4,121.5,-13,No,Yes,,,,,300000,,,,,Planned,7/1/2016
16844,Europe,DK,Denmark,,Offshore,,Kriegers Flak,Kriegers Flak K2-K3,55.3,12.94,-20,No,Yes (20 km),Siemens-Gamesa,SG 8.0-167 DD,,72,605000,Vattenfall,Vattenfall,Vattenfall,,Construction,29/06/2018
16845,Asia,CN,China,,Offshore,,Putian Pinghai bay offshore demonstration project,,25.169,119.384,-15,No,Yes (8 km),XEMC-Darwind,XE/DD115,81,10,50000,Fujian Investment and Development Group,,Fujian Investment and Development Group,2016/07,Production,19/02/2018
16846,Asia,CN,China,,Offshore,,Xiangshan Offshore Windfarm,Phase 1,29.5,122.,-10,No,Yes (15 km),,,,,150000,China Guodian,,China Guodian,,Approved,7/1/2016
16847,America,US,USA,,Offshore,,Nautica Windpower  Advanced Floating Turbine  AFT  Offshore Wind Farm,,,,,No,Yes,,,,1,,Nautica Windpower,,Nautica Windpower,,Planned,14/02/2018
16848,Asia,CN,China,,Offshore,,Laoting Yuetuo Island Offshore Windfarm 300MW Demonstration Project,,39.118,9.,39,No,Yes,Sinovel,,90,75,300000,China Guodian,,China Guodian,,Approved,23/02/2018
16849,Asia,CN,China,,Offshore,,Longyuan Putian Nanri Island 350MW project,Phase 3,25.4,119.7,-2,No,Yes,,,,,188000,LongYuan,LongYuan,LongYuan,,Approved,7/1/2016
16850,Asia,CN,China,,Offshore,,Huayuankou,,39.5,122.7,-2,No,Yes,,,,,400000,,,,,Approved,7/1/2016
16851,Asia,CN,China,,Offshore,,Jiangsu Rudong Intertidal Demonstration Wind Farm,Extension,32.344,121.5,-14,No,Yes (9 km),Siemens,,,25,100000,LongYuan,,Longyuan,2015/12,Production,19/02/2018
16852,Asia,TW,Taiwan,,Offshore,,Formosa 1 OWF,Phase II,24.71,120.81,-20,No,Yes (1 km),,,,30,120000,Swancor,,Macquarie/Orsted/Swancor,,Approved,15/12/2017
16853,Asia,TW,Taiwan,,Offshore,,Xinbei Zop 1,,25.31,121.46,-50,No,Yes,,,,,450000,,,,,Planned,15/12/2017
16854,Europe,DK,Denmark,,Offshore,,Horns Rev 3,,55.703,7.689,-15,No,Yes (30 km),MHI Vestas Offshore,V164/8000,102,49,406700,Vattenfall,Vattenfall,Vattenfall,,Construction,29/06/2018
16856,Europe,DK,Denmark,,Offshore,,Nissum Bredning,,56.67,8.244,-3,No,Yes (2 km),Siemens,SWT-7.0-154,97.3,4,28000,Nissum Bredning Vindmaullelaug/Jysk Energi,Siemens,Nissum Bredning Vindmaullelaug/Jysk Energi,2018/03,Production,28/06/2018
16866,Europe,DE,Germany,,Offshore,,Gennaker,,54.61,12.61,-15,No,Yes (15 km),Siemens,SWT-8.0-154,96,103,865200,WPD,WPD,WPD,,Planned,13/02/2018
16869,Europe,DE,Germany,,Offshore,,EnBW He Dreiht,,54.365,6.186,-38,No,Yes (95 km),,,,90,900000,EnBW Energie,EnBW Energie,EnBW Energie,,Approved,13/02/2018
16870,America,US,USA,,Offshore,,Garden State Offshore Energy,,38.66,-74.7,-23,No,Yes,,,,,680000,,,,,Planned,14/02/2018
16883,Europe,DE,Germany,,Offshore,,OWP Albatros 1,,54.52,6.28,-40,No,Yes (110 km),Siemens,SWT-7.0-154,,16,112000,EnBW Energie,EnBW Energie,EnBW Energie/Enbridge,,Approved,13/02/2018
16884,Asia,CN,China,,Offshore,,Shengsi #2 Offshore Wind Power Project,,30.63,121.65,-3,No,Yes (25 km),,,,,400000,,,,,Planned,7/1/2016
16885,Europe,DE,Germany,,Offshore,,Gode Wind IV,,54.43,7.76,-30,No,Yes (42 km),,,,42,336000,PNE/Orsted,PNE,Orsted,,Approved,14/02/2018
16887,Europe,ES,Spain,,Offshore,,DemoSATH,,,,,No,Yes,,,,1,2000,,,,,Approved,19/01/2018
16889,Europe,DE,Germany,,Offshore,,OWP West,,54.3,6.16,-30,No,Yes (70 km),,,,18,240000,Orsted,,Orsted,,Approved,13/02/2018
16891,America,US,USA,,Offshore,,MAKANI Airborne Wind Turbine AWT  Offshore Wind Farm,,,,,No,Yes,,,,,,,,,,Planned,14/02/2018
16892,Asia,JP,Japan,,Offshore,,Kamaishi Ocean Energy Demonstration Field,,39.2,142.,-136,No,Yes (9 km),,,,,,,,Iwate Prefecture,,Planned,16/01/2018
16894,Europe,NL,Netherlands,,Offshore,,Borssele V,Leeghwater,51.71,3.,-30,No,Yes (45 km),,,,,20000,,,,,Approved,15/02/2018
16895,Europe,GB,United-Kingdom,,Offshore,,Seagreen Golf,Firth of Forth Phase ,56.263,-1.711,-50,No,Yes (45 km),,,,45,225000,,,Scottish & Southern/Fluor UK Limited,,Planned,16/02/2018
16896,Asia,CN,China,,Offshore,,Shengsi #3 Offshore Wind Power Project,,30.57,121.82,-8,No,Yes (32 km),,,,,200000,,,,,Planned,7/1/2016
16898,Europe,GB,United-Kingdom,,Offshore,,Seagreen Foxtrot,Firth of Forth Phase ,56.566,-1.795,-50,No,Yes (40 km),,,,113,565000,,,Scottish & Southern/Fluor UK Limited,,Planned,16/02/2018
16899,Asia,CN,China,,Offshore,,Guodian Zhoushan Putuo #6 Offshore Wind Farm,,29.7,122.1,-15,No,Yes (10 km),,,95,63,252000,China Guodian,,China Guodian,,Construction,20/02/2018
16900,Europe,GB,United-Kingdom,,Offshore,,Seagreen Echo,Firth of Forth Phase ,56.27,-1.47,-50,No,Yes (70 km),,,,121,605000,,,Scottish & Southern/Fluor UK Limited,,Planned,16/02/2018
16901,Europe,DE,Germany,,Offshore,,Nordsee Three,,54.68,6.894,-30,No,Yes (48 km),,,100,60,400000,RWE,,RWE/Northland Power,,Approved,5/7/2018
16902,Asia,CN,China,,Offshore,,China Guangdong Nuclear Power Daishan 4 offshore wind farm,,30.42,121.963,-10,No,Yes (20 km),,,,,300000,,,,,Planned,7/1/2016
16903,Asia,CN,China,,Offshore,,Rudong Zhongshui (intertidal) 100MW demonstration project,,32.4,121.4,-18,No,Yes,CSIC HZ Windpower,H102-2000,,10,20000,,,,2014/06,Production,19/02/2018
16904,Europe,BE,Belgium,,Offshore,,THV Mermaid,Zone 7,51.72,2.74,-30,No,Yes (48 km),,,,48,246000,THV Mermaid,,Otary/Electrabel,,Approved,5/3/2018
16905,Europe,BE,Belgium,,Offshore,,Seastar,,51.63,2.86,-20,No,Yes (40 km),,,,41,246000,Seastar NV,,Elicio/Aspiravi/Otary/,,Approved,9/3/2018
17066,Asia,KR,South Korea,,Offshore,,Demonstrative offshore windpark of Jeju island,,33.5751954,126.7854766,-4,Yes,Yes,STX Windpower,,,1,2000,Korean Institute of Energy Research,,,2012/05,Production,5/1/2018
17374,Europe,GB,United-Kingdom,,Offshore,,Seagreen Delta,Firth of Forth Phase ,56.37,-1.52,-50,No,Yes (70 km),,,,121,605000,,,Scottish & Southern/Fluor UK Limited,,Planned,16/02/2018
17375,Europe,GB,United-Kingdom,,Offshore,,Seagreen Charlie,Firth of Forth Phase ,56.471,-1.576,-50,No,Yes (60 km),,,,122,610000,,,Scottish & Southern/Fluor UK Limited,,Planned,16/02/2018
17376,Europe,GB,United-Kingdom,,Offshore,,Kincardine Offshore Windfarm Offshore Wind Farm,,57.-1,86.,-60,No,Yes (15 km),,,,7,50000,,,ACS/,,Approved,16/02/2018
17441,Asia,JP,Japan,,Offshore,,Fukushima,Forward,37.311,141.251,-100,No,Yes (25 km),Subaru,Subaru 80/2.0,66,1,2000,Marubeni/Mitsubishi,Marubeni,Marubeni,2013/11,Production,16/04/2018
17442,Asia,JP,Japan,,Offshore,,Fukushima,Forward,37.308,141.262,-100,No,Yes (25 km),Mitsubishi,SeaAngel 7/165,105,1,7000,Marubeni/Mitsubishi,Marubeni,Marubeni,2015/07,Production,16/04/2018
18036,Europe,ES,Spain,,Offshore,,Plocan,Plataforma Oceanica de Canarias - Phase 2,28.4,-15.36,-3320.7,No,Yes (1 km),,,,,50000,Plocan,Plocan,Plocan,,Planned,19/01/2018
18252,Europe,NL,Netherlands,,Offshore,,Irene Vorrink II,H.v.d.Kroonenberg,52.598,5.588,-3,Yes,Yes,Nordtank,NTK600/43,,9,5400,De Wolff/Vattenfall,Vattenfall,Vattenfall,1997/04,Production,21/03/2018
18503,Asia,CN,China,,Offshore,,Lingang offshore wind farm demonstration project (phase 2),,30.9,122.1,-5,No,Yes (20 km),,,,,98000,,,,,Planned,2/12/2014
18504,Asia,JP,Japan,,Offshore,,Floating Offshore Wind Turbine Demonstration Project - Kabashima - 100kW,,32.74,128.995,-90,No,Yes (1 km),,,23,0,0,,,,,Dismantled,16/01/2018
18505,Asia,JP,Japan,,Offshore,,Choshi,,35.681,140.821,-10,No,Yes (3 km),Mitsubishi,MWT-92,80,1,2400,Tokyo Electric Power Company,,Tokyo Electric Power Company/NEDO,2013/04,Production,16/04/2018
18506,Asia,JP,Japan,,Offshore,,Kitakyushu Offshore Demonstration Project,,33.9582948,130.762553,-10,Yes,Yes (2 km),JSW,J82,80,1,2000,J-Power/NEDO,,J-Power/NEDO,2013/06,Production,18/04/2018
18507,Asia,JP,Japan,,Offshore,,Mutsu-Ogawara Port,,41.141,4.,-10,No,Yes (1 km),,,80,25,82500,Mutsu-Ogawara offshore,,,,Planned,16/01/2018
18508,Asia,JP,Japan,,Offshore,,Maeda - Yasuoka,,34.3,130.87,-20,No,Yes,,,80,,60000,Maeda Corporation,,Maeda Corporation,,Planned,16/01/2018
18509,Asia,JP,Japan,,Offshore,,Fukushima,Phase III,37.3,141.3,-130,No,Yes,,,,143,1000000,Furukawa Electric Co/Hitachi/Marubeni/Mitsubishi,,Furukawa Electric Co/Hitachi/Marubeni/Mitsubishi,,Planned,16/01/2018
18511,Asia,JP,Japan,,Offshore,,Ishikari Bay,,43.211,141.257,-20,No,Yes (4 km),,,,26,104000,Green Power Investment Corporation,,Green Power Investment Corporation,,Planned,16/01/2018
18512,Asia,JP,Japan,,Offshore,,Ibaraki Kashima port North,Phase 1,35.9,140.73,-10,No,Yes (1 km),,,,20,100000,,,,,Approved,16/01/2018
18514,Europe,NO,Norway,,Offshore,,Seawind Systems Demonstator,,59.16,5.18,-40,No,Yes,Seawind,Seawind 6,,1,6200,Seawind/Olav Olsen,Seawind/Olav Olsen,Seawind/Olav Olsen,,Approved,8/6/2018
18515,Europe,FR,France,,Offshore,,SEM-REV,,47.24,-2.778,-32,No,Yes (22 km),,,,,8000,SEM-REV,SEM-REV,,2015/08,Production,7/2/2018
18516,Europe,NO,Norway,,Offshore,,Test Area Stadt,,62.19,4.93,-200,No,Yes (8 km),,,,2,10000,,,,,Approved,8/6/2018
18519,Asia,CN,China,,Offshore,,Longyuan Rudong Intertidal Trial Wind Farm -Extension,,32.4,121.4,-16,No,Yes,,,,12,49200,LongYuan,LongYuan,LongYuan,2014,Production,19/02/2018
18520,Europe,ES,Spain,,Offshore,,Gamesa 5MW Test Turbine,Arinaga Offshore,27.85,-15.4,0,No,Yes,Gamesa,G128/4500,,1,4500,Gamesa,Gamesa,Gamesa,2013/10,Production,19/01/2018
18521,Europe,FR,France,,Offshore,,FLOATGEN Demonstrator 1  IDEOL Gamesa,,47.238,-2.778,-30,No,Yes (19 km),Vestas,V80/2000,,1,2000,,Ideol,Ideol,2018,Production,29/05/2018
18523,Europe,SE,Sweden,,Offshore,,Svenska Björn,,59.57,19.87,-15,No,Yes (50 km),,,,,,Solid Vind,,,,Planned,15/01/2018
18524,Europe,SE,Sweden,,Offshore,,Vänern,Gasslingegrund Offshore,59.2648624,13.3783201,44,Yes,Yes,Winwind,WWD-3-100,90,3,9000,Windpark Vanern,Windpark Vanern/,,2009/12,Production,15/01/2018
18525,Europe,SE,Sweden,,Offshore,,Yttre Stengrund 5,,56.1671453,16.193429,-36,Yes,Yes (3 km),Neg Micon,NM72/2000,60,0,0,Vattenfall/OX2,,,2001/09,Dismantled,15/01/2018
18526,Asia,CN,China,,Offshore,,Putian Pinghai bay offshore project phase B E Offshore Wind Farm,,25.115,119.286,-6,No,Yes (6 km),,,,,250000,,,,,Approved,7/1/2016
18527,Europe,SE,Sweden,,Offshore,,Rata Storgrund - phase 2,,64.7,21.1,7,No,Yes,,,,,,,,Rewind Offshore AB,,Planned,15/01/2018
18528,Asia,CN,China,,Offshore,,Guangdong Yudean Zhanjiang Wailuo Offshore wind farm Offshore Wind Farm,,20.58,110.62,-7,No,Yes (7 km),,,,36,198000,Guangdong Yudean,,Guangdong Yudean,,Approved,22/02/2018
18529,Asia,CN,China,,Offshore,,Xiangshui Intertidal Pilot Project - Extension,,34.5,119.9,-1,Yes,Yes,Goldwind,,,1,3000,Three Gorges,,Three Gorges,2013/12,Production,19/02/2018
18530,Asia,CN,China,,Offshore,,Jiaxing 1 Offshore Project,,30.44,121.47,-7,No,Yes (21 km),,,,,300000,,,,,Approved,7/1/2016
18531,Asia,CN,China,,Offshore,,Datang Laizhou Bay Demonstration Project,,37.2,119.7,-8,No,Yes,China Creative Wind Energy,,,67,200000,China Datang Corporation renewable Power Co,,China Datang Corporation renewable Power Co,,Planned,7/1/2016
18532,Asia,CN,China,,Offshore,,Changxing Floating Modular Foundation Demonstration Project,,38.4,119.4,-24,No,Yes,,,,0,0,Shandong Changxing Wind Power Technology Co.,,,2012,Dismantled,4/9/2017
18533,Asia,CN,China,,Offshore,,CNOOC Weihai - Rushan - Southern Block,,36.7,121.6,-6,No,Yes,,,,,700000,China National Offshore Oil Corp,China National Offshore Oil Corp,China National Offshore Oil Corp,,Planned,7/1/2016
18534,Asia,CN,China,,Offshore,,CNOOC Weihai - Wendeng - Eastern Block,,36.9,122.,-4,No,Yes,,,,,100000,China National Offshore Oil Corp,China National Offshore Oil Corp,China National Offshore Oil Corp,,Planned,7/1/2016
18535,Asia,CN,China,,Offshore,,Zhongmin Fujian XEMC Test Turbine (Nearshore),,,,,No,Yes,XEMC-Darwind,XE/DD115,100,1,5000,Xemc Windpower,Xemc Windpower,Xemc Windpower,2012/03,Production,19/02/2018
18536,Asia,CN,China,,Offshore,,Guodian United Power 6MW Prototype,,37.1,119.5,-1,Yes,Yes,Guodian United Power,UP136,90,1,6000,China Guodian,,China Guodian,2012/12,Production,19/02/2018
18537,Asia,CN,China,,Offshore,,Jiangsu Longyuan Dafeng Offshore Wind Farm phase 2 Offshore Wind Farm,,33.27,121.14,-4,No,Yes,,,,,200000,LongYuan,,LongYuan,,Construction,20/02/2018
18538,Asia,CN,China,,Offshore,,Guanyun,,34.6,119.8,-3,No,Yes (15 km),,,,,300000,China Guodian,,China Guodian,,Planned,7/1/2016
18539,Asia,CN,China,,Offshore,,Huadian International Shandong Jimo offshore wind farm - Phase 1,,36.4,120.9,0,No,Yes,,,,,100000,Huadian Power,,Huadian Power,,Planned,7/1/2016
18540,Asia,CN,China,,Offshore,,Huadian International Shandong Jimo offshore wind farm - Phases 2/3,,36.3,120.9,-11,No,Yes,,,,,200000,Huadian Power,,Huadian Power,,Planned,7/1/2016
18541,Asia,CN,China,,Offshore,,Huadian Yuhuan Offshore Wind Farm - Phase 2,,28.18,121.55,-5,No,Yes (11 km),,,,,300000,Huadian Power,,Huadian Power,,Approved,22/02/2018
18542,Asia,CN,China,,Offshore,,Jiaxing Offshore Wind Power Project - Phase 2,,30.6,121.4,-8,No,Yes,Windey,,,,300000,Concord New Energy (China Windpower),,,,Approved,24/11/2017
18543,Asia,CN,China,,Offshore,,Jiaxing Offshore Wind Power Project - Phase 3,,30.6,121.4,-8,No,Yes (18 km),,,,,200000,China Datang Corporation renewable Power Co,,,,Approved,7/1/2016
18545,Asia,CN,China,,Offshore,,Longyuan Putian Nanri Island 50MW Pilot project,Phase 1,25.2,119.5,1,No,Yes,Siemens,SWT-4.0-130,90,4,16000,LongYuan,LongYuan,LongYuan,2014,Production,19/02/2018
18546,Asia,CN,China,,Offshore,,Quangang Shanyao offshore wind farm,,24.8,118.8,-9,No,Yes,,,,,80000,,,,,Planned,7/1/2016
18547,Asia,CN,China,,Offshore,,Sheyang North Area H1#,,33.96,120.64,-11,No,Yes (15 km),,,,,150000,,,,,Planned,7/1/2016
18548,Asia,CN,China,,Offshore,,Sheyang North Area H2#,,34.16,120.69,-12,No,Yes (32 km),,,,,300000,,,,,Planned,23/02/2018
18549,Asia,CN,China,,Offshore,,Sheyang North Area H3#,,34.6,120.76,-17,No,Yes (36 km),,,,,300000,,,,,Planned,7/1/2016
18550,Asia,CN,China,,Offshore,,Tongzhou,,32.2,121.5,-1,No,Yes,,,,,100000,Renewable Energy Asia Group Limited,,Renewable Energy Asia Group Limited,,Planned,7/1/2016
18551,Asia,CN,China,,Offshore,,Dongtai wind farm stage 5,,32.9,121.4,-2,No,Yes,,,,,300000,,,,,Planned,2/12/2014
18552,Asia,CN,China,,Offshore,,DDHI Composite Bucket Foundation Test Project,,31.69,121.85,3,No,Yes,XEMC-Darwind,,100,1,2500,DaoDa Heavy Industry Group,,DaoDa Heavy Industry Group,2010/11,Production,19/02/2018
18553,Asia,CN,China,,Offshore,,Huaneng Rongcheng Power Prototype Demonstration Project,,37.4,122.4,0,No,Yes,Sinovel,SL 3000/105,80,2,6000,Huaneng Group,,Huaneng Group,2009/12,Production,19/02/2018
18554,Asia,CN,China,,Offshore,,Jiangsu Rudong 150MW Offshore,Phase I,32.4,121.6,-6,No,Yes,Goldwind,GW109/2500,,20,50000,LongYuan,LongYuan,LongYuan,2013/03,Production,19/02/2018
18555,Asia,CN,China,,Offshore,,Jiangsu Rudong 150MW Offshore,Phase I,32.4,121.6,-6,No,Yes,Siemens,SWT-2.3-101,,21,48300,LongYuan,LongYuan,LongYuan,2012/03,Production,19/02/2018
18556,Asia,CN,China,,Offshore,,Donghai Bridge Offshore Wind Farm Phase II (Extension) project,,30.77,121.99,-10,No,Yes (8 km),Shanghai Electric,W3600/116,,1,3600,China Datang Corporation renewable Power Co,,CGN Wind Energy Ltd,2011,Production,19/02/2018
18557,Asia,CN,China,,Offshore,,Donghai Bridge Offshore Wind Farm Phase II (Extension) project,,30.77,121.99,-10,No,Yes (8 km),Sinovel,SL 5000/128,,1,5000,China Datang Corporation renewable Power Co,,CGN Wind Energy Ltd,2011,Production,19/02/2018
18559,Asia,CN,China,,Offshore,,Huaneng Rongcheng Power Project,,37.4,122.4,0,No,Yes,Sinovel,SL 3000/105,80,34,102000,,,,2014,Production,2/12/2014
18561,Asia,CN,China,,Offshore,,Beibu Gulf offshore wind power project,Zhuhai Guishan,21.4,109.2,-1,No,Yes,Guangdong Mingyang,SCD3000/100,,66,198000,,,,,Approved,16/01/2017
18562,Asia,CN,China,,Offshore,,Cangzhou Offshore Wind Farm,Phase 5,38.5,117.8,-3,No,Yes,,,,,300000,,,,,Planned,7/1/2016
18563,Asia,CN,China,,Offshore,,Guangdong Yudean - Xuwen offshore wind power demonstration project,,20.636,110.568,-5,No,Yes (10 km),Guangdong Mingyang,SCD3000/100,,16,48000,,,,,Approved,7/1/2016
18564,Asia,CN,China,,Offshore,,Huadian Yuhuan Offshore Wind Farm - Phase 1,,28.18,121.55,-5,No,Yes (11 km),,,,,100000,Huadian Power,,Huadian Power,,Approved,7/1/2016
18565,Asia,CN,China,,Offshore,,Jiangsu Dongtai Offshore Wind Farm Concession Project,,32.92,121.18,-5,No,Yes (25 km),Sinovel,SL 3600/116,90,56,201600,,,,,Approved,29/06/2015
18566,Asia,CN,China,,Offshore,,CGN Rudong offshore demonstration project,,32.38,121.67,-10,No,Yes (25 km),Siemens,SWT-4.0-130,,38,152000,CGN Wind Energy Ltd,,CGN Wind Energy Ltd/CLP Group,2016/09,Production,19/02/2018
18567,Asia,CN,China,,Offshore,,Cangzhou Offshore Wind Farm,Phase 4,38.5,117.8,-3,No,Yes,,,,,200000,,,,,Planned,7/1/2016
18568,Europe,DE,Germany,,Offshore,,Riffgat,,53.69,6.48,-20,No,Yes (40 km),Siemens,SWT-3.6-120,90,30,108000,,EWE,Enova/EWE,2014/03,Production,13/02/2018
18570,Europe,DE,Germany,,Offshore,,Borkum Riffgrund I,,53.967,6.554,-25,No,Yes (55 km),Siemens,SWT-4.0-120,,78,312000,Orsted/PNE,Orsted,Orsted/Kirkbi/Oticon,2015/10,Production,13/02/2018
18571,Europe,DE,Germany,,Offshore,,Borkum Riffgrund II,,53.956,6.496,-25,No,Yes (57 km),MHI Vestas Offshore,V164/8000,,56,448000,Orsted/PNE,,Orsted/,,Construction,13/02/2018
18573,Europe,DE,Germany,,Offshore,,EnBW Baltic 2,,55.13,2.,-30,No,Yes (33 km),Siemens,SWT-3.6-120,78,80,288000,EnBW Baltic 2,EnBW Baltic 2,EnBW Energie/,2015/10,Production,5/3/2018
18574,Europe,DE,Germany,,Offshore,,EnBW Hohe See,,54.4,6.3,-35,No,Yes (95 km),Siemens,SWT-7.0-154,,71,497000,EnBW Energie/Siemens,EnBW Energie,EnBW Energie/Enbridge,,Approved,13/02/2018
18575,Europe,DE,Germany,,Offshore,,Adlergrund 500,,54.818,14.95,-35,No,Yes (40 km),,,,20,72000,Adlergrund 500 GmbH,,,,Planned,13/02/2018
